polarity,text
1,"I'm leaving Vienna today. I wanted to do a quick little haul of what I got. First thing is these gloves. They're these beautiful leather gloves, and they're actually cashmere lines. They're super warm. And then I just got this really simple white scarf, because I've been freezing cold since I've been here. And I also got this Ralph Lauren sweater, which I think is so cute. This winter store I went to had a ton of, like,. Re Up sweaters, basically. Also got this cashmere sweater, which I love the color of. And then I also just got this plain gray sweatshirt because I didn't really bring any warm, comfy clothes. I also thrifted these boots. Again, I needed warmer clothes. I think these are a perfect neutral color to wear the rest of my trip. And then this sweater I'm so excited about. It has bell sleeves. How cute is this? I'm. It's so good. And then this parts boring, but I went to Brandy because that's where I get my underwear, and I'm almost out. And then I got gray sweatpants, because, again, no warm, comfy clothes, and a white T-shirt. And that's all I got."
1,"Ralph Lauren is selling their products for one cent and one. So I just got my order, and I'm gonna Unbox it and open it with you guys, and you guys can see what I got. This is a really big and heavy boxes. I'm not sure why the. The other box is bigger than the other one, but let's just open it. I got a thank you card. Oh, my god. And then I got, like, a. A card from them, which is really nice. Like. Like a card you can fill in. I got a bunch. Oh, my god. So I got this sweater. Uh, I got an red. I love the white. The white one. And then I got this blue color and the navy color. I love this. It's perfect for fall and winter. I live in Florida, so it doesn't get really cold, but I'm from Indonesia, and it's also hot there. But I think this is cute for layering or stuff, and it's just so pretty. I think my favorite color, personally, is this, too. But the red is perfect for Christmas. And, yeah,. I think the other one is the same, uh, coloring the same sweater. So I'm just. I'm not gonna record it, but this is. This is. This. This is a worth it."
1,"Ralph Lauren haul for my toddler, kicking off with these adorable little socks. Then we've got a green cap paired with a matching tee, absolutely precious. Moving on to the cutest sweatsuit you've ever seen  it's all about those charming little details. And for those warm summer vibes, a PK romper, topped off with a flag sweater, not for the little one this time, but for mama."
1,right chaps. I finally picked up my suit after having it tailored for the wedding. Im attending this weekend and I'm beyond pleased with the result watch until the end see a full body clip you can see how it looked prior to tailoring in my last video the trousers were taken in but they're still slightly baggy like before. I was worried. I'd end up with a skinny suit dressed like a recruiter hes my dad helping me decide what tie to wear personally I think the pink and blue striped ones look the best but let me know what you think the jacket was probably taken in the most out of everything and I think it looks so much better now. I also tried out a pocket square which I thought looked quite good. I actually ended up having to get the back shortened twice here's a before and here's an after you can see how much of a difference it's made ultimately my dad suggested. I wear a different suit as it wouldn't be fair on all the husbands to look this good at the wedding when their wives were around. I'll be posting video of the suit I ended up wearing later on all in all the tailoring cost me 165 which I think is an absolute steal and I'm so so pleased with how this turned out
1,"Birthday haul. Just as a little disclaimer,. I'm very grateful for everything I got. And also because my birthday is close to Christmas, a lot of these are joint birthday and Christmas gifts, so just keep that in mind. Let's get right into it. The first thing I got is this Tory Burch bracelet. It's so pretty, and it's like a bangle. So you pull it right here in this unclasps, and then you put it on. It's great. I love it. Next is Brandy. I also got these sweats that I'm wearing right now, but I got way too excited to wait to make this, so I was just wearing them. But let's show you everything else that I got. These wide leg, like, light white, gray, um, John Galt sweats, these brandy shorts, the matching top. These brandy shorts with the matching top, this Brandy Melville crop top. And this one as well, um, these shorts. And I got the matching top for them, but it's in the wash cause I already wore it. And this black top that's, like, stretchy. I also got these, like, hoop earrings that have, like, dangly star. They're from a brand called Pamela Brown. They're so pretty. I got a Kendra Scott bracelet. It's this bangle, and basically, like, you stretch it to put it on your wrist like this, and then it, like, sits on your wrist. It's really pretty. And my friend, like, designed it for me in the color Bar and put the pink in it. I got a Sephora advent calendar. This is literally so fun to open. Like, perks of having a December birthday. I got this bum bum body set that has like literally every bum bum thing you can imagine, and it's in the UM62 set. I got these little pearl earrings that are super pretty, a bunch of face masks, bath and Body Works, claw clips, fuzzy socks. So much candy. I got this digital camera SD card reader so that I can put the SD card in it and it will go directly to my phone so I don't have to do it through my computer anymore. This is a really good present. Like, whoever thought of this for me is so smart. My cousin got it for me. I got the Elf Brow lift, this white Hollister Gilly Hicks top, and it's like nylon material so it won't peel, which I'm really happy about. My sister got that one for me. I got new Lululemon leggings, which are so good for ice skating. Like, I needed some new ones. I'm really happy grandma got these for me. Also for my birthday, my family is going to New York, so my mom got me some, like, winter coats for New York, so I'm really excited about those. But they're really cute. Like, I really like them. These are the coats. This one's from Zara. It has these, like, buttons on it, and it's really cute. And I'll wear it with, like, a pink hat, pink scarf. I mean, white hat, white scarf, white gloves. And then same thing for this one. This one's from Ralph Lauren. I like that it's like a more, like, chocolatey brown, and it's like, the same type of thing. It's really cute. It's like, I'm going for, like, the clean girl. New York aesthetic. Also, if you look close, in my videos,. I'm always wearing this, like, pink robe. I literally got that for my 10th birthday, and I continue to wear it, and my mom noticed, so she got me a actual, like, nice robe. This is basically, like, what it looks like. Wait, hold up. Oh, yeah, this is basically what it looks like. It's really comfy and cute. It looks like a hotel room, so I love that. Also, I got this lip oil. It's called the Clarins Lip Oil, and it's so pretty. I tried it on, and it's, like, so pretty. I love this tint, the Color 0 3, and the Lip Comfort Oil, so I actually really recommend that. That's everything I got from friends and family, but I also got some PR packages. First one is this, um,. Victor and Rolf, um, thing. This is their scent, good fortune. And. Okay,. I'm gonna just show you this ball. I, I peaked. But this bottle is so pretty. Like, look at this bottle. Tell me it's not like, something you literally seen, like, a movie. Looks like a potion. If you can't really see from the video, this is what it looks like. And they also sent me the travel size. This is such a good, like, signature set,. I feel like. And Kiel sent me something, so I haven't opened it. I mean, I've, like, undone it, but I haven't, like, seen what's inside, so let's look together. Oh, wait. They sent me so much stuff. Oh, my god. Wait. It's so cutely wrapped. And they wrote me, like, a little note. Okay, well, let's go through this. They gave me these two pairs of super soft, fuzzy socks from Barefoot Dreams. Um, they gave me an apotheki candle. I don't even think this is Kiel's brand. This is just, like, a candle they decided to give me. It's chard fig. Oh, my mom will actually love that. And they also gave me one called Birchwood Apple. Wait. I wanna smell them. It's purple. Wait. Oh. Oh, my gosh. It's so pretty. It says apotheki right here. I can't really smell it because I think I need to burn it to smell it, but it smells good and, like, it's really pretty. Whoa. Onto the actual Kiehl stuff. They gave me this richly hydrating hand care trio. It has, like, um, hand lotion and stuff like that. And they gave me a Mighty Moisture essentials kit with, like, all of their, like, go TOS. Like, their. Oh, my gosh. Oh, my gosh. Like, everything. And they gave me their avocado eye treatment, which is literally my favorite thing ever. They got me a Mary masking, which has, like, minis of every single one of their masks. And you open it like this,. I guess. Oh, wait. This is so cute. I said, this is so cute 14 times at this video, but, like,. I'm so excited, like, I. I can't articulate myself. And this is their hydrate all the way starter kit that has their cleanser and their, like, facial cream. This is actually incredible. Kiels is, like, my go to. Like,. I feel like it's very trusted. It's, like, feels like a doctor's office. Is very clean brand. And, like, when I. When I'm using kiels, my skin is, like, good. Like, right now,. I'm not using kiels, like, down here. I mostly use it on my cheeks. And, like, look, my. My skin is bad. So I'm actually so happy about that. That's like Christmas. Thank you to kiels and Victor and Ralf for those awesome packages, and I hope you guys enjoyed the video. Let me know what you guys think. Bye."
0,"No, because this is literally why I created a tennis and pickleball brand. I grew up wearing a lot of Lululemon stuff to play, but it never actually worked for the sport. And so I decided that I was gonna design something, especially a dress, that would actually work and also be the cutest athletic dress you've ever seen. And it goes on sale tomorrow."
0,"My boss let me buy 2,000 worth of Lululemon. So let's see what we got. So none of this is actually for me. I am in charge of picking, uh. What are they called? Those, like, things that you wear uniforms for people at work. And it's all Lululemon. So here are some of the items that I picked for them to try. Um, this has never happened to me in my life. I literally just opened this package. Oh, it's not for me. I thought this was Lululemon. I opened it, and it's not even for me. I was like, why did Lululemon send me George shirts? I have to give this to this person. Oh, my god."
-1,okay i just got back my local lemon and i found these shorts in store i picked them up so fast and ran to the fitting room and i'm showing you this picture because this is what i was imagining them to look like on i always size up in shorts so i sized up to a size six when i was trying them on let me just show you what they look like let's just say i'm not a huge fan of these shorts the mesh was really long the overall short was too tight there was no drawstring and yeah i'm gonna pass
1,"Lululemon package to open. I literally came home to 4 of them, so huge haul. So this is funny. Um, I saw people saying that the lip gloss buffet came on early access on the app that I was so scared, and, like, I thought my order didn't go through, and so I ordered 2 of them because I was like, okay, wait, like, what if my order gets canceled? And then I was just like, oh, why did I order 2 on the same order? Now it's definitely gonna get canceled. Then I ordered another one separately. So when I go to store next week to return these,. I'm gonna make some girls really happy. I just didn't want it to get canceled and not get the beltbags. I really, really wanted it, and now I have 3. So they're shopping at the same Lululemon as I am next weekend. Be there cause you'll see these. You're welcome."
0,"Okay, so I wasn't actually sure if I owned anything in poolside, so I pulled out my laptop and pulled up my Lululemon closet, and I do. So it took me a second to find it, but here it is. So let's pair it with a few colors. Black, Sonic Pink,. Java Nomad Lip Gloss,. Raw Linen, Heathered Gray. Let me know what you think."
-1,"literally just have the biggest lululemon fail. so I just got this top. Courtney Kahoot on here was like ranting and raving about how cute it is. she's like, I do, like, high fit classes. nothing slides down. it's all great. I put it on first thing this morning, and I was like, okay, it's cute. it's a little small. I wore it to the gym and you guys one, this color on me. I literally looked nude. okay, it not flattering not it for me. second, the non strap side was rolling down. keep in mind. I was just doing legs. I was not even raising my arms. like, I went like, this to, like, grab something. and I was like, oh, my gosh. I'm like going to fall out of this and I have nothing there. I've come to the conclusion though. maybe it's cause I have a super long torso, so like, it looks microscopic to begin with. and then like, maybe I'm just not in doubt enough to, like, hold it up. but like, it was not it. I ran straight to the lemon store. I like, texted my friend who wears the lemon. I'm like, can I return this after I've worn it because, like, this is back and she's like, yeah, take it in. I took it in. got it to 2 strap thing cause I have one strap tops that are so cute, but they like, cut this way. I feel like the fact that it like goes one strap on one side and there's literally nothing on this side. it was not a win, you guys. it was not it for me. I was naked and I was about to fall out. so if you have a long torso and you're more flat chested, this is not for you."
0,"So I got the new large classic belt bag and my vision here was to use it as a gym bag. So I wanted to see if my gym shoes will actually fit in here or if it was a fail. This is the bag I'm currently using and there's nothing wrong with it. I just feel like I could definitely downsize cause literally the only things I bring to the gym are my AirPods and extra clip and my gym shoes. And then obviously I'm holding like my phone in my water bottle. So let's see if it works. So by the looks of it, it doesn't look like it's going to work the way I had planned. Um. I can fit one shoe or I can fit 2 and not be able to close it. So this was a fail. This will not be fitting my gym shoes. But it's so cute and massive and now I need to find something else to use it for. Accepting all serious suggestions."
-1,"Here's a Lululemon fail. I feel like I never post these, but I tried on these shorts, and I absolutely love them. Except they didn't have them in the size I wanted, so they were too big. But they were still kind of vibing, you know"
-1,"This is what happened to me. This is why. I don't drink protein shakes. I just ruined this. Ruined my floor. It's literally up my shirt, down my shirt. Whatever. My outfits ruined. My shirts ruined. What the hell?"
-1,okay can somebody help me out because unpopular opinion. I do not like these loop okay that cut me off but lululemon like what am I doing wrong because I went down a size like I was told to do and I got the alliance for my first pair and they're just not special at all like I would rather wear my Shein shean glow modes 10 to one and they're 23 these were 100 bucks what have I done wrong guys cause I'm willing to learn like somebody tell me if I've done something wrong did I get the wrong size did I get the wrong ones but they're not special okay but I can tell you that. I'm in love with this lululemon dupe and this came from Walmart it was like 9 so I hear that this is the dupe for the align um bra Slash tank and I'm loving it Walmart
0,come shopping with me. I'm a medium ish large ish fit in clothes. I love to work out but I also love wine let's see what's new at Lululemon that's me first the wonder train HR crop 23in 2 side drop pockets which I love this color is so cute for fall and the fabric is extra breathable the engineered warmth half step is so comfortable and so cute these thumbholes are perfection the wool blend fabric is so comfortable oh my god and there's a kangaroo zipper it goes all the way to the other side. I also paired this with the base Pei shorts that are reflective there's a back pocket overall very weightless. Lulu lost me with this wtf these are aligned rib waste crops these fits so weird. I feel like it's how maternity clothes fit in like the nineties when they didn't know how to make maternity clothes why does it get tighter towards my mid leg what do you guys think ah
0,"I don't even know what this outfit would be for or where I would wear it, but I just had to try it. I think the sleeves are super cool. It's, like, mesh all the way down. It has, like, these thumb holes, but it is a super comfy fabric. And it's mesh on the back. You can see my sports bra through it. I love this little puffy logo. I wish they would put it on other items. It's super cute. I think this one's gonna be a return for me, cause I literally would just have it sitting in my closet, but I got it in a size small. It comes in black. I think I would like the black, more tight fit lined long sleeve onesie, which I don't feel like it's that much of a tight fit. Like, there's a lot of, like, extra fabric, and I wish it unzipped farther. Like, stops right here, so it's kind of hard to get on and off. And it does zip all the way up if you like that."
0,"I have such high hopes for this dress, but this is probably the biggest fail. I think I got it too small of a size because it's tight on the hip, so I would need a size 6. This is a size 4. And then maybe you'll want to ride up and be weird and stick out these pockets just make it, like, fit kind of weird and just don't give you a good shape at all. But I'm gonna try it in the 6, cause I do really like the idea of this dress and how it is a little higher here, and then it cuts down and rounds, and then there's really good coverage in the back. It has, like, an open back. And the fabric is something I've never felt before. It's almost like the soft stream, just not as, like, silky. This one's more like textured. Kind of hard to describe. You'd have to feel it for yourself."
-1,"okay, so y'all know I love my lululemon. this top is reversible. I love her 10 out of 10. but what I don't love is their customer service. so if you've caught on lately,. I am obsessed with the groove pants. I have them, and I think 5 colors, and I just got this color in today. which is so cute. anyway, so I reached out to them because I had ordered a pair of groove pants they came in. I wore them for 15 minutes only to try on only to take them off to see that there was a legit hole in the butt. explain the whole situation to them, and this was the response that they gave me. not only did they not answer my question, they basically told me to wait until 2023 to get help. so I responded and said, how on earth does this help me, it responded back with, like, the same email. like, I've dealt with crappy customer service before. but I was not expecting this from them and I'm really upset. so I guess because they're putting a pause on helping people until 2023. I should put a pause on ordering from them until 2023. which, like, I really don't want to do. but, like, this is not okay. lululemon, please do better."
-1,"So do the question Ashley like um, after buddy thing commit for the videos honestly so just kind of fall down but whatever. Um, is your Uncle Lemon order so wait wait wait wait wait wait back. Um, so for the video because of a something extended aversion the belt bag. Okay, so the first one some of my eyes inclusive come personally. So anyways, you also see the large version apparently sick of Mary so we feed pretty much everyone so she's super excited. She just leave them in a bag of course it's the right thing but um, it's about only cause you know my honest reaction absorb she she probably the reviews I'm sorry she probably watch it reviews um, because they literally my honest reaction absorb so so about bag come cause use right now you see poor comparison so you get a large one just because you get stuff I carry around but yeah, so she got me super excited, you know. All right. Hopefully single eyes underwhelming can wait. Alright, hold on whoop. So the other go right now and it's because would y'all could come nah see eater last time you do that she literally back to the store because like my mom got wrong with all but say puddle consists it's a large one come see look look um, the extended large one. So I'm just extremely underwhelming and literally pretty tricky piece tight to come more regular one come little Mana Just think of search out the piece cake on stupid. He says it's a regular dish pulled usually. So the back falling off of it. Hold on. So she got linear but not your old controls at all. Not off. So that's upsetting."
-1,"Okay, can Lululemon stop with the thumbhole thing? Like, who is using that? Who finds that helpful? Who finds that useful? It just personally, in my opinion, gets in the way. It gives me, like, wears the wrong type of socks and 4th grade fever. Like, it just makes me feel awkward. Please, Lululemon for long sleeves. Skip. Just get rid of it. Please."
-1,okay guys this video is a lululemon video okay did you guys see what I did right there. I had to blur my address because you guys in here and TikTok will be crazy stalking no limit if you're watching this fix it so I went to the store the other day and just to see what they had in store you know I mean I really been wanting this um define jacket and I finally found a color that I love right so I got a define if you know you know it's not cheap and don't judge me it's cold in my apartment and this is a time to save the color. I like there that didn't have my size so we order online and it was gonna be fast shipping so I got it today right so as I'm trying it you know it's feeling all nice snug and then when I zipped up the zipper. I noticed this little imperfection you see how this side is like pulled don't pay attention to my nail. I'm due for them and it just looks uneven like with my OCD I know that's gonna bug this shit out of me because I know this shit wasn't cheap so my question to you guys what would you do well you just like I can live with it keep it or would you return it because of what you paid you know you at least want some something that is not gonna be defective and I know every time I look at it it's gonna bug the shit out of me so I think I'm gonna return it what do you guys think
-1,"Lululemon's just getting out of hand. Like, what were they thinking when they made these pants? There's really a line. High rise, mini flare. But who do these look good on? I really wanna know."
0,"Happy Monday everyone! Woke up at about 9 a. M. This morning and I was rotting in bed and on my couch for a hot minute before I decided to get up and make some breakfast. Then I decided. I should probably go move my body a little bit. So I went on a walk. And I decided to go pick up my Lululemon order. So I walked to the mall by my house. It was such a nice day out. Pretty chilly, but anyways,. I walked to Lululemon and got my Hemming order and walked home and then I realized they totally messed up my order. Look at those legs are so uneven! So I went back to Lululemon and they gave me a new pair because they don't make that color anymore. So that's just super awesome. But. And I got ready for work. I'm working mid shifts this week which is so nice. I haven't worked a mid shift in a while, so felt nice to get ready for work when it's still sunny outside. But I packed up my lunch. Had on my cute little Christmas outfit for work today. But I headed to Costco to get some gas before work. But guys, going to work when it's sunny out when you're used to working night shift. I was feeling all the serotonin. Okay, bye."
0,oh that's Nice oh um we're in a different tax bracket
0,hey guys so I got the onesie from Lulu um like a size like eight to 12 just depends but my midsize Girls like what do you what do you what do you do so you don't look like you're with child like this would be so cute like halfway there but I'm not so. I tried tying it around that looks good but like what do I what do I do with this or do I just burn it giveaway
-1,so I just ordered these lululemon shorts and the liner in them is not doing me any favours like I'm not quite sure what Lulu was thinking but like it could not be any less flattering it cuts you off here here and then again and here and I'm wondering if we should return or whether we should cut the liner what do we think
1,hey guys i have a little lemon haul so first up i found a blue define jacket this is like the cutest thing ever i got a gray swiftly tech race length so it's like a little bit tighter this is in a line long sleeve this makes me look snatched a last but not least this ab to street crop so it has a built in bra anything with the built in bra take my money okay fall for try and haul
-1,if you are thinking of buying these lululemon relaxed high rise joggers don't unless you like picking wedgies all day
0,"Alright guys, finally my, um,. Java Align bra came in and I ordered it a week ago. Okay, so this is the size 14. It is a, um, CD cup. And I actually don't even think that I can get this around my body. Oh, yeah, that's not. The answer is no, it's not. No, it's not. But it is super cute. And I'm so sad now. It, like, looks big, but I'm bigger. Oh, well, I tried."
1,i have a lululemon hall but first i have an announcement i can't believe i'm actually saying this this is the first time i'm saying this out loud but i am officially a part of the lululemon collective so you can now shop the link in my bio and shop all of these products that i show you and that you love and that we love and i will make a commission from it so you'll be supporting me while i'm supporting you so now let's do our first lululemon collective haul these are all of the new releases that came out on tuesday and i am so excited to show you all these okay i ordered like they all come separately because i ordered all separately so much weight i want that wait that's out wait the slides we have a lot so let's see if we can fit some of this in this video i'm definitely gonna be making a video just on the slides cause i know that's not gonna fit i'm gonna be too excited so let's try on these the first item i got is of course and all yours tea but this one's super cool not only is it in the new dewey color but it's like a graphic tea okay this is gonna be so cute so it has the logo so subtle right there right okay yeah love but then you turn it around shut the front door how cute is that let's try it on okay this is actually kind of get together i'm loving this you know i'm a sucker for an all year's tea but a graphic tea sweet and supply we have another all year's tea but this one by the time i saw it it was out of my go to size so i had to size up so this is gonna be a little bigger but we all have an oversized t moment this is another cute graphic one and i believe this is in the pink mist so we'll try her in okay so for reference i'm usually size eight and this is a size ten it's a little bit here this way but like lengthwise i'm not really seeing much of a difference but you know i'm an oversized tea kind of gal so i don't mind we have some wonder trains i believe this is in the magenta purple we love a good pair of wonder trains okay and the size six i don't mind them i've seen some people say size up get your regular size i always just got my true size like when i get in the leggings and the line leggings i've been getting in wonder trains but i think the next time i go in store i'm going to try the wonder turn shorts and leggings on in a size eight just to see the difference i like being sucked in the compression but i don't know if the sucking into my legs is my jam okay i'm running out of time and i'm not trying to be all like secretive but i'm not gonna be able to fit all this in so i'm just gonna do the last easy product quick out of this one these are the pastel blue aligned shorts in the six inch i love pastel blue so let's try these on quick okay these are double line they have the same going down right here but still love them shop the link in my bio baby
0,"I am letting my tag collection pick my outfit of the night. We have all yours teas, scubas, and then any type of legging. We're gonna pick one of each, and whatever I pick, I have to wear. Let's do it. Okay, the bottom I am going to be wearing is wonder train pants and charged indigo. Oh, god. Okay, my all yours tea is gonna be white. Okay, I can do that in my scuba. I'm really hoping for a neutral here. My fate is in these tags is gonna be pink clay. That actually doesn't sound that bad. Okay, now we need a belt bag. Okay, I think this is gonna be my thing. Now. This is gonna pick my outfit every morning. My belt bag is gonna be. Emerald ice. Okay, here's the final look. I really hope tomorrow's outfits better."
0,"all done with job number one of the day, let's get ready for job number 2. at we will lemon is the OOTD. we got the mineral blue scuba half sip on. we have the creamy mint energy bra. tights are the 21in mineral blue wonder train. choose usual white ultra boost power stride crew socks and new extended strap belt bag, white camo. but here is the OOTD."
0,"Come shop with me at Lululemon as a size 18. Um, so first I tried on these like flare pants. They were size 12 and they wouldn't even go past my legs. These sweats were super comfy, which is a little bit pricey. Um, and then this purple bra I really liked, but it was a bit tight, so I just didn't get it. These pants I accidentally grabbed a short length. Um, and then I tried on these other ribbed ones and I did almost buy these in black. So they're super cute."
0,I got feelings for you. Hope you ain't loving the crew. How many bodies you got? Pray it ain't more than a few.
1,hi besties today is my birthday so i wanted to give you guys a little 25th birthday fit check i'm headed to Epcot with my friends and we're gonna go to magic kingdom later it's gonna be a good day so let's get into the fit check so we have a birthday girl headband from amazon these flower clips are from amazon ears are disney we have apple watch and then i just got this new magic band yesterday at magic kingdom and i'm obsessed with her um outfit we we're going for an athleisure but still cute fit because it's gonna be 98 degrees today and it's gonna be warm so we have this new um little athletic skirt from lululemon and it's so cute and fun i'm so excited for the pics and then we have a matching athletic tank top it's a lululemon align tank dupe from amazon it will be linked and then we have stoney cover backpack with an it's my birthday button i'm so excited
1,all done with job number one of the day let's get ready for job number two at lululemon and here is the ootd i have the bronze green scuba phone neck on the brand new one it is on the app and website right now i have to take it on belt bag and the white and black i have the bronze green six inch aligned shorts on my typical ultra boost and probably gonna end up changing into the graphic all yours tea cause it is getting pretty warm today and this is like nice and long so it'll look cute with the with the biker shorts but the drop today fire i hope you all got some good things let me know you got in the comments
0,"question. if you could be Eiffel, towered by Jesus and Satan, who would you want in the front and who would you want in the back? this is a good question and I'm glad you asked. um."
1,"you know when you find a favorite article of clothing and then you wanna buy it in every single color? that is exactly how I feel about these 3 different tops from Lululemon. so I'm gonna show you what they are and tell you why. first one is the align bra. pretty self explanatory. it's so dynamic, you can wear it with anything. leggings, sweatpants, shorts. wear it all. next is the flow. I brought my personal favorite. I have it in so many colors. look at how cute and flattering it is. last but not least, the cotton tea. man, these are the best for bed, over your leggings, to the gym, pretty much for any occasion."
1,"Happy October here! My favorite Lululemon picks from the month! These are all new items to me that I haven't worn before and I'm so excited to be adding different items to my wardrobe. The first is the steady state crew. This is actually from the men's section. Don't sleep on the men's section. I've said that before and I'll say it again cause look how cute that is! I'm obsessed already. This one is stocked full. So the first item is the groove flares. Nespresso give me every single thing in this color. That city state crew and these are gonna look so good together. And then this. I think is my favorite new item. I've switched from scubas to the scuba wine like pant. These are so so comfy. I need them in espresso. I need them in every color, but black is such a good neutral. They did actually already get a couple long sleeve all yours tees, but I got this one in black in a size 10. I think I got a size 8 in the ones before. I wanted more of like the oversized, especially in the arms, so we'll try that on. Final item which I think I'm honestly the most excited for is the Daily Essentials homestock. Look how comfy cozy those look! OK try on haul. OK a little all black moment for outfit 1. So comfy and outfit 2 hot diggity dog. I am obsessed. This is so stinking cute. I love this. You shop all my Lululemon fall favorites in the link in my bio."
1,And the pink. I got to wear all this
1,"Okay, so Lululemon items. I am obsessed with. This is like my starter pack, my go to. People always ask me my favorite items, and here they are. Let's do it. Okay, I feel like I don't even have to say anything because you can literally see them next to my head. Bell bags, my favorite number one item from Lululemon of all time. And can we just take a minute to look at all these colors that are in stock right now? I am obsessed. Okay, my second favorite item. I would say it would be the scuba. I do love sizing up. I'm usually medium large, but lately I've been getting an extra large extra extra large and I'm content. Okay, this is starting to become my recently lemon order TikTok. Because this All Yours Tea, this color, and the 2 previous items. I literally just bought yesterday. But the All Yours Tea is seriously my favorite t shirt in the whole wide world and I'm obsessed with it. Okay, sticking on the train of things I'm obsessed with and things I just bought, the under a shorties. 10 out of 10. You can't catch me chilling in the house or sleeping in anything else. Okay, next is A Line shorts, my summer uniform. All I literally wear is A Line shorts, all your seat, a belt bag, and slides every single day of my life. And I just got this color and they're so cute. Speaking of These slides. I now just put these blue ones in my cart because I don't have them. But these are the most comfortable shoes ever. Like, if you don't believe me,. I'm literally wearing them on my wedding day. Okay, the align bra. I don't know why I don't have this green one yet, but I literally probably have like 30 of them. I'm wearing one now. The most comfortable bra. The most. Um. For obvious reasons. I feel like if you're gonna buy anything from Lululemon, you should get a belt bag. Obviously. But then pants wise, align leggings. You can't go wrong. And black. Such a staple. Okay, perfectly oversized crew. I'm pretty sure I'm literally wearing this one right now. If I'm not in a scuba,. I'm in a perfectly oversized crew. I actually kind of wear these to work like every day too. So comfortable. And the title isn't fibbing you perfectly oversized because that's what they are. Okay, Wonder Train shorts. These are what I wear in the summertime to the gym. They're so stinking cute. They suck you in real nice. And this blaze black. Now I need these. Thanks! Okay, in my all time favorite legging for working out. For lifting in the gym? Wonder Trains. PSA don't ever wear your lines. For working out, wear Wonder Trains. Okay, I think I covered everything. That's literally what's in my closet. Except I have like 30 of each color."
0,The greatest version of you is not the I can do anything version of you. The greatest version of you is the discipline version of you.
0,"hi, friends. with it being the season of almost buying Christmas presents,. Christmas is almost here and to celebrate that,. I hit 10 K. recently. I want to give back and give a gift card to one of my lucky followers here on TIKTOK. so to enter, all you have to do is make sure you're following me on TIKTOK and on Instagram because I'm going to message the winner on Instagram like this video and then comment what you would buy if you won the gift card. I was thinking of doing a belt bag but then I thought a gift card would be better and easier because for the people that don't want a belt bag, you can buy something else with it. put it towards your first purchase of your aligns a wander puff vest of a scuba whatever you want. um, so I'm gonna just make it easy like this video. make sure you're following me here follow me on Instagram and then comment what you would buy if you want the gift card gift card or if you would re gift it and give it to someone else as a Christmas present. um, I just wanted to get back to you guys. this giveaway is solely me purchasing the gift credit thing and sending it to you. um, it is not affiliated with Lululemon. Instagram or TikTok. I just wanna give back as a way to say thank you to all of you for liking my liking and commenting on my videos, um, sharing my content, shopping off my link, all the things. it's just me giving back and saying thank you to all of you for being here. so, um, the giveaway is going to run until December first. I will announce the winner then, and I will message the winner on Instagram and if it goes over well, maybe we'll do another one who knows, it would be cool to do one now till December first and start another one on December first and give that like a week or 2. and then ship out that second gift card too. so make sure you enter the giveaway quick and easy. follow me here,. Instagram, like it and comment if you'd keep the gift card or what you would buy with it. just wanted to say thank you and to get back to all of you here. so good luck."
1,"okay, you can't tell me this isn't the cutest outfit you've ever seen. are you kidding me? let's do the lemon outfit of the day. so these are the Charged Indigo. Wonder Trend shorts in the 6 inch, and then the Align bra in the Flower Burst malt and Charged Indigo. I am dying. I'm obsessed. so cute. okay, hang on, it gets better. and then paired with the wild mint. all yours, tea. are you kidding me? this is not the cutest outfit you've ever seen? I am obsessed. you need this outfit. this is your sign. you need this outfit."
1,happy Saturday just leaving for my shift as a lululemon educator wanted to do a quick little ootd for y'all starting out with the bra charged indigo energy as per usual love the energy bra for my shirt it is the swiftly racer back race length in charged indigo the new sonic Pink cropped define jacket just opened my shorts are the find your pace three inch high rise in black and my shoes are my converse the hike star in the desert love them and then for a belt bag moment. I think we're gonna wear it like this and it is the white camo wine but here is my ootd happy Saturday all have a great day and I'm absolutely loving the charged indigo and sonic Pink together so cute
1,"I have work tomorrow at Lululemon so help me pick my outfit! we have 3 options, so let me know in the comments which one I should choose! and option one scream green swiftly everywhere, belt bag in white, find your pace and rainbow flip flops. it's also gonna be 91 degrees. option 2 literally the same thing, just switched out the swiftly for the pool side one. and then same flippies, same belt bag, maybe even this headband. and this does match my bracelets, so we love that in my Apple watch band. so love. and obviously I could bring my hydro jug, so I'm honestly kind of leading towards this. and then option 3, we could do the power pivot in Electric Lemon and then underneath it I'll show you the back. I have the charge indigo energy bra, the new one peeking out. same flippies. let me know in the comments! one 2, or 3?"
0,"Good morning, besties. Little fit check. We are off to Lululemon! So here we are announcing the winner of the Lululemon gift card to shop while I'm shopping today. The winner is. Sabrina! I'll put you out right here. Congratulations, bestie. I can't wait to send it to you. I'll be in touch so I can get your email. And we will definitely be doing another gift card giveaway soon, so stay tuned. Have the best day ever. Off to Lululemon we go. Love you!"
0,"A little OOTD for my shift at Lululemon. I'm wearing the black oversized crew, black lines, my Lulu crew socks, and my Lulu slides. Happy Tuesday!"
