text,polarity
am I the only one who does this lol #onlineshopping #trendyoutfits #trendystores #fashionnova #prettylittlething #fashioninspo #fashion #fashiongirl,0.0
Primark haul! Absolutely obsessed with the spring collection in Primark  @Eva #primarkhaul #primark #teacher #teachertok #teachersoftiktok #teachersontiktok #teach #teachertraining #workoutfit #officeoutfit #teacheroutfit #primarkfinds #teacherinspo #outfitinspo ,1.0
Some serotonin for your day #greenscreen #shein #reviews #weirdshein #funny,1.0
i feel so embarrassed saying its from shein #fyp #foryoupage #shein #sheinhaul #pink ,-1.0
Chess not checkers boys  Follow for More #ralphlauren #outfitoftheday #OOTD #dripcheck #outfitsoftheweek,0.0
impossible #fyp #lululemon ,-1.0
No gatekeeping in 2023!!! #fashion #lifestyle #pantsforshortguys #pantsforguys #lululemon #uniqlo #commissionpant #shortking #fyp ,1.0
I need it all #primark #primarkhaul #fyp,1.0
uniqlo isn’t resting anytime soon on its collections  #uniqlo #uniqlousa #uniqlohaul #uniqlocollab #uniqloc #uniqlou #uniqlobag #lifewear #shoulderbag #puffybag #leatherbag #leatherbags #newbag #bagcheck,1.0
and the stores always have the longest line too #zara #clothing #shopping #armenian #fypシ #ReasonForBooking ,-1.0
ran over by 3 strollers #zara #zarafail #sale,-1.0
Stop it.. this is your bloody sign to grab the biggest bag for life you own and hit primark home immediately. This is not a drill! Part one  #primark #primarkhaul #primarkhome #primarkfinds #home #homedecor #homehaul #haul #haultok #funky #comewithme #shopping #shoppinghaul #y2k #colourfulhome #spendthedaywithme #fy #fyp #foryoupage #homeshopping #viral #trending #trend #love #primarkmirror,1.0
BABE WAKE UP SONNY ANGEL SHIRT ☀️idea cred @ceciliagault ☀️ #sonnyangeltok #sonnyangelclub #sonnyangel #sonnyangels #ReTokforNature #uniqlo #utme #nyc #5thavenue,1.0
:) #uniqlo #drawstringbag ,1.0
the biggest and best haul ever #haul #shoppinghaul #mall #pacsun #brandymelville #hollister #lululemon #lululemonhaul #forever21 #aerie #offlinebyaerie ,1.0
#greenscreen lmk if u wanna know how to do it  #greenscreen #WorldOceansDay #shein,0.0
Haikyuu × UNIQLO UT #haikyuu #haikyu #haikyuumovie #haikyuuedits #karasuno #nekoma #uniqlo #ハイキュー #ハイキュー映画 #烏野高校 #音駒 #ハイキューコラボ #ユニクロコラボ #ハイキューグッズ  #animetiktok #animefyp #アニメ #anime #fyp #fypシ #fypシ゚viral #おすすめ #おすすめにのりたい #하이큐 #추천　@『ハイキュー!!』公式 @ユニクロ【公式】  ,0.0
follow my instä for cheap lululemon!! #lululemon #cheapplulu ,1.0
Seriously where is Zara making their clothes? The quality is so bad! #zarafails #zarafail #zarahaul,-1.0
Was 10 USD and still happy cause  I was at  #disneyorlando  #disneysprings  #uniqlo  #playstore  #fyp  #winner  @uniqlo.tiktok,1.0
Saturdays ❤️ #ootd #momofthree #boymom #ralphlauren ,1.0
"I mean, delighted now they didnt come in time  #sheinfail ",-1.0
putting the uniqlo mini t shirt to my extensive t shirt test #uniqlo #basics #skims #wardrobeessential #tryon ,0.0
Next step a nice clean and a new clear coat. #vintage #vintagefurniture #ralphlauren,1.0
When you order jeans from Zara #zara #fyp #foryoupage #springfashion,0.0
Bisou bisou #oldmoney #ralphlauren #burberry #hermes #cartier,0.0
use my code honor20 for emmiol + most requested video #preppyoutfits #drunkelephant #preppyvlog #lululemon #preppytok #viral #stoneyclover #rollerrabbit #treehut #preppylifestyle #vlog #blowup #foryou #preppyaesthetic #preppy #fyp ,0.0
im a #uniqlo adict at this point,1.0
stockholm inspired outfits >> #stockholm #stockholmstyle #outfit #outfitinspo #clothes #basics #moodboard #goviral #sweaters #stussy #uggs #zara #ralphlauren  #fyp #xyzbca #foryou #foryoupage ,1.0
and i oop— #greenscreen #fyp #fashion #LittleBitFancy #FavoriteRecipe #prettylittlething #brandymelville #heels #liluzivert #yayuh,0.0
Storyline #handicapé #aveugle #zara #vivelafrance #lahonte #malvoyants #handicapinvisible #tousensemble #histoire #funfact #lagalere #pourtous,0.0
Let’s talk about how horrible @SHEIN is #shein#sheinhaul#boycottshein#slowfashion#sustainablefashion#ethicalfashion#thrifting#thrifter#thriftwithme,-1.0
uniqlo x naruto !! which shirt would you get? #uniqlo #fashion #merchandise #coolmerch #sasuke #meme #sasukememe #narutomeme #naruto #narutoshippuden #uzumaki #uzumakinaruto #sakura #sasuke #narutoedit #Anime #animecouples #animefan #animetiktok #nana #haikyu #naruto #sasuke #hinata #hinataxkageyama #kageyama #aot #attackontitan #howlsmovingcastle #ghibli #minato #minatonamikaze #kushina #yourlieinapril #sakura #gojo #geto #suguru #sugurugeto #gojousatoru #satorugojo #satoru #bloomintoyou #horimiya #leviackerman #levi #erwin #erwinsmith #howl #animeedit #animetiktok #itachi #itachiuchiha #uchiha #sasuke #itachiedit #Anime #animecouples #animefan #animetiktok #nana #haikyu #naruto #sasuke #hinata #hinataxkageyama #kageyama #aot #attackontitan #howlsmovingcastle #ghibli #minato #minatonamikaze #kushina #yourlieinapril #sakura #gojo #geto #suguru #sugurugeto #gojousatoru #satorugojo #satoru #bloomintoyou #horimiya #leviackerman #levi #erwin #erwinsmith #howl #animeedit #animetiktok #LoveStory  #ghibli #ghiblistudios #howlsmovingcastle #howl #hauro #husbando #animetiktok #ghiblimovie #ghibliedit #ghiblicore #ghiblipicture #animefan #love #england #usa #germany #france #viral #viralvideo #viraltiktok #tiktok #theboyandtheheron #tbath #newghibli #ghibliedit #warawara #warawaraedit #girls #21 #22  #25 #Anime #animefans #satisfying #boys #kawaii #cute #animation #funny #animes ,0.0
Recreating Pinterest looks with UNIQLO pieces >>>> #lifewear #uniqlo #pinterestoutfit #outfitideas #capsulewardrobe #springessentials ,1.0
#greenscreen SHE IN.... DO BETTER #sheinfail #shein #tryon #review #viral,-1.0
"(Not a collaboration) Please think one step further before you shop at Shein + all the other big fast fashion brands. I don’t blame anyone but please be conscious with your purchases, it could save lives and our planet ✨ ly #sellpyhaul #sellpyfinds #boycottshein #boycottfastfasion #secondhandhaul #tattooedwomenoftik",-1.0
literally not even half of my package but I got tired of trying things on #shein #sheinhaul #haul #haulshein #tryonhaul #tryonhaulshein,-1.0
Horrifying #disneyfacemask #facemask #scary #fyp #xyzbca #primark #foryou ,-1.0
"Ima need you to know that I absolutely wear these type of sets at home etc… but when I’m ready to rock them on the road, WE FINNA LAYER IT UP! #Prettylittlething #plthaul ",1.0
The part two no one asked for <3 #foryoupage #fyp #foryou #shein #sheinhaul,1.0
shein  outfits. follow & like 4 more#shein #outfitideas #outfit #cleanfit # #bethatgirl #itgirl #like #foryou #fp #sheinfinds.___,1.0
Just got so much good stuff should I do a haul ?! #whatsnewinprimark #primark #fypシ #closeyourrings #fashion,1.0
upset but unsurprised  these prices hikes aren’t matching the quality at all #funny #scammers #zarahaul #zaraheels #zaraheelsfashion #funnytiktok #fashionfails #zarafashion #zaraoutfit #zarafail #highstreetfashion #funnyfashionvideos #costlyhabits #notfunnyhaha #jokeyjoke ,-1.0
Watch this if you buy stuff from shein #foryou #shein #youremean,0.0
Finally join this trend #bongos#lululemon#matching#fypシ#twins ,0.0
Why buy jeans when zara wants to give me a jumpsuit #zarafinds #zara #shortking ,0.0
Luck of the draw  Follow for More #ralphlauren #outfitoftheday #OOTD #dripcheck #outfitsoftheweek ,1.0
I was in love with my outfit #couplesgoals #marriage #couplestiktok #relationshipgoals #couples #relationships #husband #zara #couple #dating #datenight #irishcouple #dateoutfit #dateideas #pickingoutfits,1.0
@shein_official y’all have some explaining to do !!! #fyp #blm #disgustingstuff #boycottshein,-1.0
my most awaited uniqlo collection ‍♀️ #uniqlo #uniqloph #peanutssportsclub #snoopy #uniqlopeanuts #uniqlosnoopy #uniqlophilippines #fyp #foryou #snoopycollection #peanutsgang #snoopygirl ,1.0
why is this song so catchy  #lululemon #lululemoncreator #fitcheck #ad ,1.0
"#shein @shein_official #sheinhaul #sheingals #sheinfashionweek @SHEIN_Official @SHEIN_News @SHEIN_Japan  please explain the attatched video. I ordered on Jan 15th, this dress and others. Upon opening the inner  Shein package, 6 pieces of folded over papers fell out. I am scared and worried and called local police. This is not a joke. I will not be wearing or trying on this dress, even if it is a joke. #worried and not my first time ordering from Shein",0.0
"I love the straps, but what happened with the rest?  #zarafail #zarafails #zaratops #wearherstyle #sheindupes #fastfashion #fyp #viral #shoppingfail #shoppingfails",-1.0
as soon as i walk into primark i feel like im going to faint  #fyp #primark ,-1.0
Biggest Primark in the UK!! You should go  #primark #uk #birmingham #biggestprimark #birminghamprimark #clothes #money #shopping #fashion,1.0
Roger the GOAT #tenis #rogerfederer #uniqlo #uniqloindonesia #nike #nikeid ,1.0
I’m in utter shock at the end result…!!! Primark came to PLAYYYYY ✨ #primark #primarkmakeup #makeupreview ,1.0
"Shein have STOLEN my wall print designs  as a small business this is just so upsetting that these large brands can just steal from independent small businesses who work so hard to make it. I cant believe it!!  What a fucking joke!! If anyone can help me get these designs down, please let me know!!  #boycottshein #shein #smallbusiness #smallbusinesstiktok #smallbizowner #wallart #graphicdesigner ",-1.0
in love #zara #newinzara #zarabasics  #skimsdupes #fashiontiktok #zarahaul ,1.0
Flare leggings typa day #getdressedwithme #grwm #ootd #pickoutmyoutfit #pickoutfits #aerie #flarepants #brandymellville #lululemon #nike,1.0
the cutest shorts ever @Primark  #fypシ #fyp #primark #primarkhaul #primarkfinds #primarknewinhaul #primarknewin #softgirlaesthetic #softgirlstyle #softgirlera #trending ,1.0
Happy Eid! #autism #cerbralpalsy #fyp #gq #ralphlauren #suspenders,0.0
"since everyone is asking for more, here ya go @lu_elaina #foryoupage #foryou #trending #figureskating #hockeyboys #lululemon #edea",1.0
Why I can never shop online #sizing #uniqlo #allsaints #hm,-1.0
my fav tank #brandymellville #twilight #gilmoregirls #ralphlauren #backtoschool #lilyrosedepp #oldmoney #outfitideas,1.0
go rn!! #primark #clothes #clothing #haul #school,1.0
You got me all the way right #teyanataylor #prettylittlething #winterfashion #clothinghaul #tryonhaul #unboxing,1.0
The girlies are not happy! What’s your thoughts on ‘celeb’ collabs with Shein??! Episode 200. Rockin & Rollin  #boycottshein #sheincollabs #rhonj #brandpartnerships #fastfashionsucks #fastfashiondetox #theresaguidice ,-1.0
"You all know I love me some Shein, but omg  #shein #sheinfail",-1.0
Follow my IG _bnbcloset for how I style these pieces!! #fashion #zara #glassons,1.0
Duh  #fyp #foryou #girls #prettylittlething @prettylittlething,0.0
They don’t miss  Follow for More #ralphlauren #outfitoftheday #OOTD #dripcheck #outfitsoftheweek ,1.0
Don’t sleep on primark beauty they’re so good #fyp#primarkbeauty#primarkhaul#primark#makeup#cosmetic#beautytips#musthave#makeupcheck,1.0
Come to primark with me #fyp #foryou #foryoupage #primark #primarkhaul #tryonhaul #fashion #outfit #ootd #newinprimark ,0.0
I got 91 items total so stay tuned for all the parts:) #shein #sheinhaul,1.0
#ad My gf can’t hide anything from me#lululemon @lululemon,1.0
"“iTs ChEaPeR fRoM tHeRe”…. Exactly, cheap. you get what you pay for ‍♀️ #polymerclayearrings #clayearrings #spookyseason #shopsmall #boycottshein #boycottamazon #boutique #supportsmallbusiness ",-1.0
RL always a classic    #ralphlauren #ralphlaurenaesthetic #polobear #babygirl ,1.0
lulu dance studio pants  #hauls #lululemonhaul #dancestudiopants #luluhaul #lululemon #fashion #fitaccount #fitsbymurphyg,0.0
Last minute plt order for my holidays #pltorder #whatiorderedversuswhatigot #whatiorderedvswhatigot #whatiordered #plthaul #prettylittlething #plt #prettylittlethingtryon #onthemodelvsonme #holidayoutfit #summeroutfit #plissedress #summerstyle #holidayoutfitinspo #holidayoutfitideas ,0.0
it looks sm worse on the chest in real life if ur not adjusting every thirty secs - just trust me on this one girlies #thepinkdress #pinkzaradress #viraldress #microtrends #PringlesCanHands #TalkingTree #zarafail   #mididressstyle,-1.0
I will be deleting the Zara app and researching alternative brands. #boycottzara #moralsovermoney #freepalestine ,-1.0
That’s awful  Follow for More #ralphlauren #outfitoftheday #dripcheck #outfitsoftheweek #OOTD ,-1.0
@zara keep or return?! - (this is one of my least fave Zara hauls but thought I would share it with you anyway) #zaratryonhaul #zarafail #keeporreturn #zarakeeporreturn,-1.0
Magic tills  Ta-dah   #fyp #checkout #uniqlo #style #winterfashion #funny,1.0
I bought almost everything. #foryoupage #fyp #marni #designer #fashion #uniqlomarni #uniqlo #cheapfashion ,1.0
College/school outfit inspo #schooloutfit  #outfit #fashion #style #oldmoney #ralphlauren #backtoschooloutfit #oldmoneyaesthetic #fypシ,1.0
You can’t get everything off SHEIN !! #shein #sheinshoes #sheinfail ,-1.0
Shein try on fail. Shein fail #fyp #ucg #shein #sheinfail #fail #funnyvideos ,-1.0
free hair ties???? in this economy?? #lululemon,1.0
"Ok, the fit >>  but @ZARA please clean your mirror!                                                         #zara #zarahaul #zaranewin #zaragirl #zaraviraldress #zaraspring #fashion #outfitinspo #ootd #fyp #perte #parati #viral #auroracontiii ",1.0
Hi lover  #foryou #fyp #lover #loverswift  #uniqlo ,1.0
Here we go again  @ZARA                  #zara #zarahaul #zaranewin #zaraviraldress #zaraparty #viraldress #fashion #outfitinspo #ootd #nyeoutfit #fyp #perte #parati #viral #auroracontiii ,0.0
Barbie x Zara Limited Collection try on haul coming on my youtube channel at 5pm!! #zara #zarahaul #zaraxbarbie #barbie #zaranewin #zarahaul #zaracollection ,1.0
went to uniqlo to check out the new jjk drops  #uniqlo #newdrop #jjk #satosugu #cuteclothes #tryon ,1.0
Tyrique & Ella clubbing earlier on #fyp #loveisland #loveislanduk #tyriqueloveisland #ellaloveisland #tyriquehyde #ellathomas #tyriqueandella #tyandella #prettylittlething #plt ,0.0
Fridays  #mamatothree #momofthree #ralphlauren #birkinmom #birkingold #birkin30 #hermesbirkin #uggseason #uggultramini #matching ,0.0
I DON’T KNOW HOW TO WEAR PANTS ANYMORE FML #fashiontiktok #fashion #styleinspo #grwm #getreadywithme #tessapeay #brandymelville #urbanoutfitters #zara #victoriassecret,0.0
Not my finest moment! ✨ #zarahaul #zarahaul2021 #zara #zarafail #zarafashion #zarawishlist #zarasweater,-1.0
Replying to @ashley.gilll First time dumpster diving at Lululemon! #dumpster #dumpsterdiving #lululemon #fyp #glamourddive ,1.0
Who can I pay to return these for me #zara #zaratryon #zarahaul #zarafail #ootd #PepsiApplePieChallenge #JuntosImparables,-1.0
Thank you Uniqlo :’) IN MAD LOVE #uniqlo #yourname #weatheringwithyou #makotoshinkai #suzumenotojimari #uniqlosg ,1.0
Love the New York outfit!⭐️ #grwm #to #go #shopping #vlog #routine #aesthetic #preppy #fyp #primark @Primark ,1.0
OMG guys look what is dropping tomorrow at lululemon!!! #lululemon  #lulu #new #scuba #sweatlife #dualpouchwristlet #dualpouch #pinkpeony #whiteopal #newdrops #newreleasetuesday #whiteopallululemon #pink #mint #lulucollection #scubahalfzip #scubafullzip  #trench #whiteopal #align #everywherebeltbag #alignbra #shoptok #newarrivals #wunderpuffcroppedvest #sweatcollection #strawberrymilkshake #strawberrymilkshakelululemon  ,1.0
Last night outfit put together #outfits #fashion #zara #prettylittlething #inspirational #fashioninspo #fouryou #4you #fyp,0.0
Your sign to NOT buy the viral zara jacket ‍♀️ #itsonlyajoke #shelookslikeeveryotherb #mollymaehague #zara #sistersandseekers #anotherone ,-1.0
I get loads btw #ralphlauren #outfitoftheday #ootd #dripcheck #outfitsoftheweek,0.0
Can’t beat a new coat for winter | #fashion #fashiontiktok #fashioninspo #outfitinspo #outfitideas #ootd #grwm #zara #zarahaul ,1.0
Great advice  Follow for More #ralphlauren #outfitoftheday #dripcheck #outfitsoftheweek #OOTD ,0.0
Genuine question: why do y’all keep ordering from Shein?? #boycottshein #boycottfastfashion #boycottamazon,-1.0
Maybe a SHEIN fail? Let’s discuss #sheinfail #sheinhaul #plussizeedition #plussize #sheinplussizehaul #curvyfashion,-1.0
the photo rips at the side and the way the shirts are black and white too  gege you will pay for this … #jjk #jujutsukaisen #satosugu #gojousatoru #uniqlo #anime ,0.0
Not happy about this @ZARA  #greenscreen #zarafail  #zaravest #knitvest ,-1.0
"My daughters Christmas haul  I actually forgot a lot of stuff, so look out for a part two!  #christmashaul #drunkelephant #milkcosmetics #tartecosmetics #tula #marcjacobs #soldejaniero #lululemon  #maracujajuicylip #fyp #airpodsmax #skincare #stoneyclover #skintok ",0.0
Own Lululemon? You HAVE to hear this  #lululemon #learnontiktok #learnfromme #lululemonhack,0.0
Primark bag fail! #primark #primarkhaul #primarkfail #bag #ripped #rippedbag #primarkbag #fail #fyp #ohno #foryou,-1.0
sisss  #fypシ #fyp #blackgirltiktok #sister #sisters #twins #homegirl #friends #prettyinblack #baddest #2prettyfriends #prettylittlething #foryou #foryoupage #foryourpage #getusfamous #viralvideo #trending  @Jaylaa.  ,0.0
@ZARA sort it out #reality #funny #realistic #honest #plussize #plussizefashion #curvy #curvyfashion #curvybodies #zarafail #zarasizing #over40andfabulous #over40 #fashionover40 #tallandcurvy #zarabag #zaravsreality ,-1.0
scam scam #pourtoi #fypシ #hamza #stussy #corteiz #uniqlo ,-1.0
@madztans ily! feeling cute fr  set: @lululemon #spraytan #tan #tanskingirl #summertan #lululemon #beforeandafter ,1.0
Shein you got some explaining to do  #sheinfail #shein #foryoupage #fyp #whatigot @honeyhez ,-1.0
the most gorgeous tote you need this autumn #foryou #fyp #primark #primarkhaul #autumn #accessories #fashionhaul #crossbody #totebag ,1.0
which one are you ! ‍♀️ #vscowave #cleangirlaesthetic #netflix #sports #lululemon #lazy #afterschool #taylorswift #taylorsversion ,0.0
"If ya want Shein styles so bad, get it secondhand from Vinted #boycottshein #sustainablefashion #betterworkingconditionsmuchneeded",-1.0
Pt. 2 || wanna see more of this videos?#shein #summer #☆ #cute #clothes #pretty #musthave #Empfehlungen #fashion #FindingYourStyle #whatyouneed #vibe #sun #sommer #FashionTiktok #ocean #ProductIdeas ,0.0
shein fails #shein #sheinhaul #fail #sheinfail,-1.0
SATURDAYS ARE FOR ERRANDS✨ #lifestyle #momsoftiktok #trending #viral #satisfying #asmr #saturdayerrands #toddlersoftiktok #youngmom #momsoftiktok #minivlog #lululemon #momandson #firsttimemom #shopping #shopwithme #cleantok #cleaning #amazonfinds #amazon #drpepper mom self care morning routine becoming that mom morning routine mom morning routine with kids school productive morning routine as a mom early morning routine working mom 5am working mom morning routine morning routine for school mom grwm morning routine mom,1.0
No words #zara ,-1.0
See i told you  #fypシ #foryoupage #foryou #trending #trends #bestfriend #matchingpjs #friendshipgoals #prettygirls #prettylittlething ,0.0
blue dresses<3#shein #sheincares #sheineidfun #sheinclothes #clothes #dress #style #fashion #look #sheinoutfits #sheintiktok #sheinfashionweek #fip #fipシ #lifestyle #clothing #fypシ゚viral #fyp #fypシ ,1.0
It never came  #dress #sheinfail #christmasparty #holidayoutfits #dressedup ,-1.0
wanted to buy everything. #enolastmillie #foryoupage #fy #milliebobbybrown #strangerthings #st4 #strangerthingspremiere #fyp #viral #noahschnapp #primark,1.0
some outfits w dresses :)) #fyp #fypシ #outfitinspo #fallfashion #autumnoutfits #aestheticoutfits #thrifting #secondhand #depop #coquetteaesthetic #coquette #falloutfits #pinterest #dollette #brandymelville #vintage #zara #americaneagle #urbanoutfitters #aritzia #darkacademia #lightacademia #cottagecore #witchyvibes #booktok #vintagefashion #vintageclothes,1.0
Gwenyth needs to rewear the dress and reclaim it #oscars2023 #oscarsredcarpet #gwenythpaltrow #ralphlauren #alexandermcqueen #annehathaway #valentino ,0.0
If there is a vet that could put my mind at ease. #fyp #vetsoftiktok #toxicforcats #toxicfordogs #shein #boycottshein #girljumpstothebiggestconclusionofherlife #dontbuythedentalsprayfromshein   note: i have considered that the amounts of these ingredients are very little in the small bottle that it comes in that may not even cause harm and how it is an extract and not the plant itself but it’s shein we’re talking about here. ,-1.0
obsessed #zara #zarajeans #midrise ,1.0
RUN to primark #primark #fyp #primarkhaul #WonderWaterDrip,1.0
Fail  @SHEIN #sheinhaul #sheinreview #review #armchaircover #cover #chaircofer #sofacover #sofa #armchair #chair #székhuzat #home #homemade #dekor #rozsahegyi_csenge #hungariangirl #magyar #fail #sheinfail #sheineidfun #sheinunboxing #unbox #koltozes #lakás #lakas #költözés #newhome #régibútorok #huzat #shein #vélemény #probaljukki #probaljukkiegyutt ,-1.0
#Shein #imbroke #thatswhatilike ,0.0
RUN DONT WALK @primark love these new pyjamas #fyp #style #christmas #love #primarkpyjamas #pyjamas #primark #,1.0
PLT girl squad LIVE  #foryou #prettylittlething #girlsquadplt ,0.0
Stunning top from  @prettylittlething #prettylittlething #foryoupage #foryou #differenttypesofpeople,1.0
Dad rates my @prettylittlething edit  Comment your favourite look #prettylittlething #pltxamicharlize,0.0
GOODBYE #primark #facemask #disney #disneyfacemask #fyp #scary #foryou,-1.0
My fav uniqlo collab ♡︎ ☆⋆｡°‧ #ghibli #studioghibli #uniqloghibli #uniqlo #ponyo ,1.0
THE perfect gift for anyone  #uniqlo #uniqlousa #uniqlou #uniqlolifewear #uniqlohaul,1.0
disposable clothing <<<  #shein #stopshein #fastfashion #consciousconsumer #protestshein #boycottshein #fastfashionsucks #itwasruinedwhensheboughtit ,-1.0
Little history of our brands name!   #uniqlo #facts #curiousfacts #uniqlofacts #uniqlofashionwear #uniqlostore #whatisuniqlo ,0.0
The cutes baby boy clothes!!  #ralphlauren #babyralphlauren #babyboy #babyboyclothes #babyboyclotheshaul #macys #firsttimemom ,1.0
@paulreactss does zara really have dupe perfumes #zara #zaraperfume #fragrance #perfume ,0.0
there was so many and for what? #primark #primarkfail #primarksports #americansports #primarkfinds ,0.0
"The Girl Squad have their own DISCOUNT! Use code GIRLSQUAD for 30% off everything on @prettylittlething  (ends this Saturday, so be quick!!) #pltgirlsquad #prettylittlething",1.0
Day 2 of only eating shein food   #viral #shein #food #recipes #funny #Splice  #Splice  ,1.0
"After Zara made an insulting advertisement about the Gaza War, the American people threw all Zara clothes in front of the company ‎⁦‪ After Zara made an insulting advertisement about the Gaza War, the American people threw all Zara clothes in front of the company ‎⁦‪#zara‬⁩ ⁦‪#BoycottZara‬⁩",-1.0
"Fast Fashion is an ethical disaster. And we, as consumers, are put in the middle. What is going on and what do we do?   #theordinaryhippie #boycottshein #fastfashion #ethicalliving #livingwage #clevelandblogger #cleblogger ",-1.0
The best brand✨ #ralphlauren #oldmoney #outfitinspo ,1.0
"This deserved a post on the grid. This arrived today to my excitement, quickly followed by disappointment  Wouldn’t be so bad if I hadn’t bought two more as presents for my family members who also love this movie  soz guys. You’re still getting them ❤️  #instavsreality #gremlinsmovie #christmaspresents #sheinfail #baubles #christmasdecor #thegremlinsbauble #christmastreedecorating #sheinvsreality #christmashaul ",-1.0
shein bags into clothes thanks to u guys  #sheinsustainable #fashionstudent #shein #fashiondesign #sewingshein #sewing,1.0
new acuspike!! #fyp #foryou #xyzbca #waitforthegreats #lululemon #acuspike ,0.0
obsessed  #shein #haul #sheinhaul #pink #asmr #girly #aesthetic #hellokitty #sanrio #accessories #roomdecor ,1.0
sponsor me already  #law #lawschool #lawstudent #lawyer #lawtok #suitsnetflix #harveyspecter #mikeross #ralphlauren #rlpolo #polo,1.0
Yea  #fyp #foryoupage #viral #4phaa #real #relatable #makemefamous #makemeviral #blowthisup #xuhuong #xzyabc #xcyzba #xyzbca #yzxcba #yxzcba #zyxcba #zcbxya #zyxcba #tiktok #capcut #qoutes #flirting #heard #ralphlauren #smilling #stop #dontwannaknow #crying #1227 ,0.0
Who needs this dress?!  Search for product code ‘CMN4763’ on PLT❣️ #maskdress #prettylittlething,1.0
“Wheres your vanity from?” “Shein”#greenscreen #fyp #shein ,-1.0
five essentials to pick up from uniqlo this summer #uniqlo #fashiontiktok #mensfashion #summerfashion ,1.0
Shein is disgusting. We need to stop supporting companies like this. #boycottshein #ethicalfashion #sustainablefashion #shoppingaddict ,-1.0
the 90s #oldmoneyaesthetic #oldmoney #style #fashion #ralphlauren #foryoupage ,0.0
Why I no longer shop at Zara..  #zarahaul #zarahaul2023 #zarafail #zara #fashiontiktok #fashionhacks #styletips #stylehacks #qualityclothing #fashiontips ,-1.0
and yall still charging 300$ for a jacket?! #unpopularopinion #fashion #zara #20something #shopping #zara #placestoshop #zarafail #zarafails #zarashopping #zarastores #forever21 #shoppingfail #fastfashion #fail #fyp #foryou ,-1.0
Funny weird… #shein #sustainablefashion #ethicalfashion #greenwashingsucks #boycottshein,-1.0
Are you with Eren? #UniqloSG #進撃の巨人#自由 #進撃の巨人完結編前編 #CapCut #sasageyo #aotseason4 #aot #attackontitan #erenjaeger #erenyeager #shingekinokyojin #uniqlo ,0.0
Uniqlo in Tokyo #uniqlo #ginza #thingstodoinjapan ,0.0
Speechless. Shocked. Disgusted. Shame on you @ZARA. This most insenstive and degrading thing I have ever seen in marketing. Absolutely not. #racism #gen0c1de #newsupdates #zara #boycottzara #freedom #insensitive #news #breakingnews ,-1.0
@Scotty Fairno Hard life Follow for More #ralphlauren #outfitoftheday #outfitsoftheweek #dripcheck #OOTD ,0.0
I so badly wanted this to look good on me! Decided to return #zarasatindress #satindress #zaradresstryon #zaradresshaul #zarasalefind #zara2023 #zarafails #zarafail #zaraonlinevson #zaraonlinevsreality #zaraonlinevsonme #zarahaul #dresstryon #fashionforyou #dailyfashionfinds ,-1.0
Zara Winter Sale - FAIL  #zarasale #zarahaul #zara #promocaodazara #zarapromocao #zarafail #you #foryou ,-1.0
Ripped about 6 inches  #outfittransition #coupletransition #scarletnight #virgincruise #virgincruiseparty #positivetok❤️ #millenialmom #momsover30 #cruiseoutfit #sheinfail #cocktaildress #reddress,-1.0
Shein haul only 2 of the 4 I’ll wear :( #shein #sheinfashionweek #sheinfail #size10 #fyp,-1.0
How to make your outfits more interesting ✨ #howtostyle #stylingtips #holidayoutfitideas #redsweater #hm #hmdress #zara #mangonewin #kneehighboots #winteroutfits #wintertrends #lacetights #outfitinspo #christmasoutfit ,1.0
I mean.. whatttt??  #zara #zarahaul2021 #fyp #zarafail #zaraclothing #zaradress #zaraeu #zarawishlist,-1.0
ANOTHA ONE #zara #remisrealistichauls,0.0
zara x barbie flops ✌ #zarabarbie #zaraxbarbie #barbiezara #barbiecollabs #whatnottobuy #zaraflop #zarabarbiereview #zaratryon ,-1.0
i am ✨obsessed✨ #fyp #prettylittlething #dress,1.0
I had such high hopes.. #shein #sheinfail #sheinfailedme #eyesofdeath #terrifying,-1.0
I am SO in love with this collection ☀️ #primark #primarkfinds #newinprimark #summer #spring #primarkhaul #haul #primarksummerup #fyp #viral @Primark ,1.0
primark has gotten expensive  @Primark #primark #primarkhaul #primark2023 #haul #inspo #fashiontiktok ,-1.0
im in love #fyp #polo #ralphlauren #jellycat #teddy ,1.0
might make a matching headband with the scraps  #GetCrackin #fyp #lulu #lululemon ,0.0
im very over AND under whelmed with Shein. My first Haul. What y’all think? #fyp #shein #bathingsuit #haul #foryoupage,-1.0
The latest seamfree cuties to make their way into our drawer ✨ #primark #primarkseamlessset #primarkfinds ,1.0
Girlsssss runnn ✨  #fyp #foryoupage #zara #zaranewin #zaracollection #sparklyjeans #zarajeans #zaraviral #zaraviraljeans #denim #viral #zarahaul #zaraoutfit #zarasparklyjeans ,1.0
"I just went and brought the whole Barbie movie Primark collection  but it was worth it, i think theyve just landed in all the Primark stores! #primark #primarkhaul #primarkbarbie #barbie #barbiemovie ",1.0
I did a thing #bleachtiedye #bleachjoggers #tiedye #prettylittlething #diy #brighterinside #fyp #foryou #trending #boredinthehouse #plt,1.0
"Obsessed, go to @daniellesarajane video to see what I got her✨ #foru #outfitswap #stylesteal #prettylittlething #plthaul #OurHouse2021 #openpackages",1.0
